26,18
26,18,19,34,9
26,18,19,34,17
26,18,19,34,17,29,33,25,42,43,37
26,18,19,34,25
26,18,19,34,25,11,10,29,43,42,37,44,53
26,18,19,34,25,11,43
26,18,19,34,25,11,12
26,18,19,34,25,20
26,18,19,34,33
26,18,19,34,41,42,33
26,18,19,34,41,20
26,18,19,34,43
26,18,19,34,43,20
26,18,19,34,43,29,25
26,18,19,34,43,29,25,41,33,42,17
26,18,19,34,43,29,25,41,33,42,37
26,18,19,34,43,29,25,42,33,17,41,20,10,24,32,40,11
26,18,19,34,43,29,25,20,17
26,18,19,34,43,29,37
26,18,19,34,43,29,37,11
26,18,19,34,43,29,37,11,33
26,18,19,34,43,29,37,11,30,51
26,18,19,34,43,29,37,44,42,51
26,18,19,34,43,29,37,44,45
26,18,19,34,45
26,18,19,34,45,12,42
26,18,19,34,45,20,42,37,29,38
26,18,19,34,45,37
26,18,19,20,9
26,18,19,20,10
26,18,19,20,10,43,12,11,21,29,44
26,18,19,20,11
26,18,19,20,11,25,17,43,29,21,44,37,46
26,18,19,20,11,25,33
26,18,19,20,11,25,29
26,18,19,20,11,34
26,18,19,20,12
26,18,19,20,13,34
26,18,19,20,13,21,12
26,18,19,20,29
26,18,19,20,29,34
26,18,19,20,29,43,11
26,18,19,20,29,43,11,34,10
26,18,19,20,29,43,11,13,12,21,10
26,18,19,20,29,43,11,13,12,21,44
26,18,19,20,29,43,11,21,12,10,13,34,17,3,4,5,25
26,18,19,20,29,43,44
26,18,19,20,29,43,44,25
26,18,19,20,29,43,44,25,51,30
26,18,19,20,29,43,44,25,12
26,18,19,20,29,43,44,37,21,30
26,18,19,20,29,43,44,37,45
26,18,19,20,45
26,18,19,20,45,33,21
26,18,19,20,45,34,21,44,43,52
26,18,19,20,45,44
26,18,44,34
26,18,37,34
26,34
26,20
26,20,29,34,43,44
26,20,29,34,43,21,42
26,20,29,34,43,21,19
26,20,29,34,43,21,19,18
26,20,29,34,43,21,12
26,20,29,34,43,21,44,18,19,12
26,20,29,34,43,21,44,18,19,12,33
26,20,29,34,43,21,44,18,19,12,33,37
26,20,29,34,43,21,44,18,19,12,33,37,17
26,20,29,34,43,21,44,18,19,12,33,37,25,45,10,52,11,50
26,20,29,34,43,21,44,18,19,12,41,37
26,20,29,34,43,21,44,18,19,12,41,37,25,45,38,51
26,20,29,34,43,21,44,18,19,12,41,37,38
26,20,29,34,43,21,44,18,19,12,41,37,38,45
26,20,29,34,43,21,44,18,19,12,11
26,20,29,34,43,21,44,42
26,20,29,34,44
26,20,37,25
26,20,37,25,21
26,20,37,25,21,29,12,44,38,45,43,42
26,20,37,44,19
26,20,37,44,29
26,20,37,44,29,34,43,42,53,21
26,20,37,44,29,34,43,42,53,38,46
26,20,45,25
26,20,45,44,37
26,20,45,44,37,34,18
26,20,45,44,37,34,18,25
26,20,45,44,37,34,18,25,43,42,33,40,41,50
26,20,45,44,37,34,18,42
26,20,45,44,37,34,18,38
26,20,45,44,37,34,19
26,20,45,44,37,34,43
26,20,45,44,37,34,29,38,30,21,42,19,43
26,20,45,44,37,34,29,38,30,21,42,19,43,17,18,25,12,41
26,20,45,44,37,34,29,46,53
26,20,45,44,37,34,29,46,53,19
26,20,45,44,37,46
19,18
19,18,26,34,9
19,18,26,34,17
19,18,26,34,17,29,33,25,42,43,37
19,18,26,34,25
19,18,26,34,25,11,10,29,43,42,37,44,53
19,18,26,34,25,11,43
19,18,26,34,25,11,12
19,18,26,34,25,20
19,18,26,34,33
19,18,26,34,41,42,33
19,18,26,34,41,20
19,18,26,34,43
19,18,26,34,43,20
19,18,26,34,43,29,25
19,18,26,34,43,29,25,41,33,42,17
19,18,26,34,43,29,25,41,33,42,37
19,18,26,34,43,29,25,42,33,17,41,20,10,24,32,40,11
19,18,26,34,43,29,25,20,17
19,18,26,34,43,29,37
19,18,26,34,43,29,37,11
19,18,26,34,43,29,37,11,33
19,18,26,34,43,29,37,11,30,51
19,18,26,34,43,29,37,44,42,51
19,18,26,34,43,29,37,44,45
19,18,26,34,45
19,18,26,34,45,12,42
19,18,26,34,45,20,42,37,29,38
19,18,26,34,45,37
19,18,26,20,9
19,18,26,20,10
19,18,26,20,10,43,12,11,21,29,44
19,18,26,20,11
19,18,26,20,11,25,17,43,29,21,44,37,46
19,18,26,20,11,25,33
19,18,26,20,11,25,29
19,18,26,20,11,34
19,18,26,20,12
19,18,26,20,13,34
19,18,26,20,13,21,12
19,18,26,20,29
19,18,26,20,29,34
19,18,26,20,29,43,11
19,18,26,20,29,43,11,34,10
19,18,26,20,29,43,11,13,12,21,10
19,18,26,20,29,43,11,13,12,21,44
19,18,26,20,29,43,11,21,12,10,13,34,17,3,4,5,25
19,18,26,20,29,43,44
19,18,26,20,29,43,44,25
19,18,26,20,29,43,44,25,51,30
19,18,26,20,29,43,44,25,12
19,18,26,20,29,43,44,37,21,30
19,18,26,20,29,43,44,37,45
19,18,26,20,45
19,18,26,20,45,33,21
19,18,26,20,45,34,21,44,43,52
19,18,26,20,45,44
19,18,44,20
19,18,37,20
19,34
19,34,43,20,29,42,33
19,34,43,20,29,42,26
19,34,43,20,29,42,26,18
19,34,43,20,29,42,21
19,34,43,20,29,42,37,18,26,33
19,34,43,20,29,42,37,18,26,33,25
19,34,43,20,29,42,37,18,26,33,12
19,34,43,20,29,42,37,18,26,33,12,44
19,34,43,20,29,42,37,18,26,33,12,44,10
19,34,43,20,29,42,37,18,26,33,12,44,11,45,17,38,25,22
19,34,43,20,29,42,37,18,26,33,13,44
19,34,43,20,29,42,37,18,26,33,13,44,11,45,52,30
19,34,43,20,29,42,37,18,26,33,13,44,52
19,34,43,20,29,42,37,18,26,33,13,44,52,45
19,34,43,20,29,42,37,21
19,34,43,20,29,37
19,34,43,20,37
19,34,44,11
19,34,44,11,42
19,34,44,11,42,43,33,37,52,45,29,21
19,34,44,37,26
19,34,44,37,43
19,34,44,37,43,20,29,21,46,42
19,34,44,37,43,20,29,21,46,52,53
19,34,45,11
19,34,45,37,44
19,34,45,37,44,20,18
19,34,45,37,44,20,18,11
19,34,45,37,44,20,18,11,29,21,12,5,13,22
19,34,45,37,44,20,18,52
19,34,45,37,44,20,18,21
19,34,45,37,44,20,26
19,34,45,37,44,20,43,52,51,42,21,26,29
19,34,45,37,44,20,43,52,51,42,21,26,29,10,18,11,33,13
19,34,45,37,44,20,43,53,46
19,34,45,37,44,20,43,53,46,26
19,34,45,37,44,20,29
19,34,45,37,44,53
19,20
44,43
44,29
44,29,18,26,19
44,29,18,26,19,10
44,29,18,26,19,43,34
44,29,18,26,19,43,20,10,17
44,29,18,26,19,43,20,10,17,37
44,29,18,26,19,43,20,11,12,21,42,37,34
44,29,18,26,19,43,20,11,12,21,42,37,34,53,45,52,30,50
44,29,18,26,19,43,37
44,29,18,26,19,43,45
44,29,18,26,19,43,45,42
44,29,18,26,19,43,45,11
44,29,18,26,19,43,45,52
44,29,18,26,19,43,45,52,34,42,51,58,50,41
44,29,18,52
44,29,19,26,20
44,29,19,26,20,43,34,42,17,11,10
44,29,19,26,20,43,34,42,17,21
44,29,19,26,37
44,29,19,52
44,29,19,52,21
44,29,19,52,21,20,30,26,11,18,34,42
44,29,20,43,26
44,29,20,43,34,26
44,29,20,43,34,21,26,42
44,29,20,43,34,21,26,45,37,30
44,29,20,43,34,21,26,45,37,30,50,19
44,29,20,43,34,21,26,45,37,30,50,19,11
44,29,20,43,34,21,26,45,37,30,50,19,11,18
44,29,20,43,34,21,26,45,37,30,50,19,52,18,11,33
44,29,20,43,34,21,26,45,37,30,51
44,29,20,43,34,21,26,45,37,30,51,19
44,29,20,43,34,21,26,45,37,30,51,19,52,18,46,25,38,41
44,29,20,43,34,21,26,45,37,30,51,19,53
44,29,20,43,34,21,26,45,37,30,38
44,29,20,43,34,21,42
44,29,20,43,34,21,37
44,29,20,43,34,21,37,45
44,29,20,43,34,21,30
44,45
44,45,26,43
44,45,19,43
44,45,37,43,18
44,45,37,43,18,19
44,45,37,43,18,29,42,19,20,11
44,45,37,43,18,30,42
44,45,37,43,34
44,45,37,43,34,20,19
44,45,37,43,34,20,19,26,18
44,45,37,43,34,20,19,26,42,33
44,45,37,43,34,20,19,38
44,45,37,43,34,20,19,38,51
44,45,37,43,34,20,19,38,12,33
44,45,37,43,34,20,52
44,45,37,43,34,20,52,42,51,53,50,29,46,60,59,58,38
44,45,37,43,34,20,52,50,51,42,19
44,45,37,43,34,20,52,50,51,42,53
44,45,37,43,34,20,52,29,53
44,45,37,43,34,29
44,45,37,43,50,42,51
44,45,37,43,50,29
44,45,37,43,51
44,45,37,43,52
44,45,37,43,52,29
44,45,37,43,52,38,34
44,45,37,43,52,38,30
44,45,37,43,52,38,46,20,34,42,19,26,17
44,45,37,43,53
44,45,37,43,53,20,51,52,42,34,19
44,45,37,43,54
44,45,37,29,18
44,45,37,29,18,26
44,45,37,29,18,43,21,26,34,25
44,45,37,29,18,51,21
44,45,37,29,20
44,45,37,29,20,34,26
44,45,37,29,20,34,26,19,18
44,45,37,29,20,34,26,19,21,12
44,45,37,29,20,34,26,52
44,45,37,29,20,34,26,52,33,12
44,45,37,29,20,34,26,52,30
44,45,37,29,20,34,38
44,45,37,29,20,34,38,43,46
44,45,37,29,20,34,38,21,30,46,22,43,53,39,31,23,52
44,45,37,29,20,34,38,22,30,21,26
44,45,37,29,20,34,38,22,30,21,46
44,45,37,29,20,43
44,45,37,29,22,43
44,45,37,29,22,21,30
44,45,37,29,30
44,45,37,29,38
44,45,37,29,38,43
44,45,37,29,38,52,51
44,45,37,29,38,52,20
44,45,37,29,38,52,53,34,20,21,26,19,10
44,45,37,29,46
44,45,37,29,46,34,30,38,21,20,26
44,45,37,29,54
37,43
37,43,18,19,26
37,43,18,19,26,17
37,43,18,19,26,29,34,17,10
37,43,18,19,26,29,34,17,10,44
37,43,18,19,26,29,34,25,33,42,21,44,20
37,43,18,19,26,29,34,25,33,42,21,44,20,46,45,38,51,22
37,43,18,19,26,29,20
37,43,18,19,26,29,44
37,43,18,19,26,29,45
37,43,18,19,26,29,45,25
37,43,18,19,26,29,45,21
37,43,18,19,26,29,45,38
37,43,18,19,26,29,45,38,20,21,30,23,22,13
37,43,18,38
37,43,26,19,34
37,43,26,19,34,29,20,21,10,25,17
37,43,26,19,34,29,20,21,10,42
37,43,26,19,44
37,43,26,38
37,43,26,38,42
37,43,26,38,42,34,51,19,25,18,20,21
37,43,34,29,19
37,43,34,29,20,42,19,21
37,43,34,29,20,42,19,45,44,51
37,43,34,29,20,42,19,45,44,51,52
37,43,34,29,20,42,19,45,44,51,22,26
37,43,34,29,20,42,19,45,44,51,22,26,25
37,43,34,29,20,42,19,45,44,51,22,26,25,18
37,43,34,29,20,42,19,45,44,51,22,26,38,18,25,12
37,43,34,29,20,42,19,45,44,51,30
37,43,34,29,20,42,19,45,44,51,30,26
37,43,34,29,20,42,19,45,44,51,30,26,38,18,53,11,52,13
37,43,34,29,20,42,19,45,44,51,30,26,46
37,43,34,29,20,42,51
37,43,34,29,20,42,44
37,43,34,29,20,42,44,45
37,43,34,29,20,42,21
37,43,34,29,20,19
37,29
37,45
37,45,26,29
37,45,19,29
37,45,44,43,18
37,45,44,43,18,19
37,45,44,43,18,29,42,19,20,11
37,45,44,43,18,30,42
37,45,44,43,34
37,45,44,43,34,20,19
37,45,44,43,34,20,19,26,18
37,45,44,43,34,20,19,26,42,33
37,45,44,43,34,20,19,38
37,45,44,43,34,20,19,38,51
37,45,44,43,34,20,19,38,12,33
37,45,44,43,34,20,52
37,45,44,43,34,20,52,42,51,53,50,29,46,60,59,58,38
37,45,44,43,34,20,52,50,51,42,19
37,45,44,43,34,20,52,50,51,42,53
37,45,44,43,34,20,52,29,53
37,45,44,43,34,29
37,45,44,43,50,42,51
37,45,44,43,50,29
37,45,44,43,51
37,45,44,43,52
37,45,44,43,52,29
37,45,44,43,52,38,34
37,45,44,43,52,38,30
37,45,44,43,52,38,46,20,34,42,19,26,17
37,45,44,43,53
37,45,44,43,53,20,51,52,42,34,19
37,45,44,43,54
37,45,44,29,18
37,45,44,29,18,26
37,45,44,29,18,43,21,26,34,25
37,45,44,29,18,51,21
37,45,44,29,20
37,45,44,29,20,34,26
37,45,44,29,20,34,26,19,18
37,45,44,29,20,34,26,19,21,12
37,45,44,29,20,34,26,52
37,45,44,29,20,34,26,52,33,12
37,45,44,29,20,34,26,52,30
37,45,44,29,20,34,38
37,45,44,29,20,34,38,43,46
37,45,44,29,20,34,38,21,30,46,22,43,53,39,31,23,52
37,45,44,29,20,34,38,22,30,21,26
37,45,44,29,20,34,38,22,30,21,46
37,45,44,29,20,43
37,45,44,29,22,43
37,45,44,29,22,21,30
37,45,44,29,30
37,45,44,29,38
37,45,44,29,38,43
37,45,44,29,38,52,51
37,45,44,29,38,52,20
37,45,44,29,38,52,53,34,20,21,26,19,10
37,45,44,29,46
37,45,44,29,46,34,30,38,21,20,26
37,45,44,29,54
